0x50	6.0000	-0.02685547	0.04248047	0.9672852	0.25	-0.25	-0.25
0x50	6.0039	-0.05810547	0.01123047	0.9594727	0	-0.1875	0
0x50	6.0078	-0.03466797	0.01123047	0.9594727	-0.125	-0.75	0.0625
0x50	6.0117	-0.01513672	0.03466797	0.9829102	-0.125	-0.4375	0
0x50	6.0156	-0.01123047	0.03857422	0.9907227	-0.125	-0.6875	0.1875
0x50	6.0195	-0.01513672	0.03076172	0.9829102	0.125	-0.875	-0.0625
0x50	6.0234	-0.03076172	0.03466797	0.9594727	0.3125	0	0
0x50	6.0273	-0.04248047	0.02294922	0.9672852	-0.25	-0.1875	-0.25
0x50	6.0313	-0.03466797	0.03466797	0.9672852	-0.25	-0.4375	0
0x50	6.0352	-0.03466797	0.03466797	0.9750977	-0.125	-0.125	-0.0625
0x50	6.0391	-0.03466797	0.02294922	0.9672852	0.4375	-0.375	-0.4375
0x50	6.0430	-0.01513672	0.007324219	0.9711914	0.1875	-0.1875	-0.0625
0x50	6.0469	-0.03466797	0.01513672	0.9750977	0.625	-0.5	0.3125
0x50	6.0508	-0.02685547	0.03076172	0.9633789	0	-0.4375	-0.125
0x50	6.0547	-0.003417969	0.04638672	0.9985352	-0.125	-0.5625	0
0x50	6.0586	-0.01513672	0.02294922	0.9829102	0.375	-0.3125	0
0x50	6.0625	-0.03076172	0.03076172	0.9750977	0.875	-0.1875	-0.5625
0x50	6.0664	-0.05029297	0.03857422	0.9594727	0.5625	-0.625	-0.0625
0x50	6.0703	-0.01513672	0.02685547	0.9790039	0.5	-0.6875	-0.5
0x50	6.0742	-0.03076172	0.03076172	0.9477539	1.1875	-0.0625	-0.1875
0x50	6.0781	-0.03076172	0.03076172	0.9672852	0.9375	0.1875	-0.375
0x50	6.0820	-0.05029297	0.04248047	0.9868164	1.0625	-0.125	-0.8125
0x50	6.0859	-0.03076172	0.03466797	0.9868164	1.3125	0.3125	-0.9375
0x50	6.0898	-0.01904297	0.03857422	0.9829102	0.875	-0.0625	-1
0x50	6.0938	-0.01513672	0.03076172	0.9555664	1.1875	-0.1875	-0.75
0x50	6.0977	-0.02685547	0.04248047	0.9907227	0.75	-0.125	0
0x50	6.1016	-0.01123047	0.01513672	0.9711914	0.1875	-0.0625	-0.6875
0x50	6.1055	-0.03076172	0.03857422	0.9750977	0.625	-0.375	-0.5
0x50	6.1094	-0.02294922	0.03076172	0.9438477	0.5625	0	-0.0625
0x50	6.1133	-0.03857422	0.01513672	0.9829102	0.9375	-0.25	-0.4375
0x50	6.1172	-0.03857422	0.03076172	0.9594727	0.5625	0.5	-0.25
0x50	6.1211	-0.04638672	0.03857422	0.9711914	0.4375	0.0625	-0.0625
0x50	6.1250	-0.03076172	0.04248047	0.9750977	0.0625	-0.6875	-0.3125
0x50	6.1289	-0.03466797	0.02685547	0.9829102	0.375	0	-0.0625
0x50	6.1328	-0.03857422	0.01513672	0.9672852	0.4375	-0.1875	-0.25
0x50	6.1367	-0.03076172	0.04638672	0.9555664	0.5625	-0.25	-0.375
0x50	6.1406	-0.04638672	0.03076172	0.9711914	0	-0.0625	-0.0625
0x50	6.1445	-0.02685547	0.03076172	0.9633789	-0.25	-0.375	0.0625
0x50	6.1484	-0.02685547	0.01513672	0.9594727	-0.0625	0.5625	-0.25
0x50	6.1523	-0.003417969	0.03076172	0.9868164	0.3125	-0.0625	-0.125
0x50	6.1563	-0.03076172	0.03076172	0.9672852	0.625	0.4375	-0.1875
0x50	6.1602	-0.02685547	0.03857422	0.9633789	0.8125	0.375	-0.4375
0x50	6.1641	-0.01123047	0.03466797	0.9555664	0.625	0.75	-0.125
0x50	6.1680	-0.007324219	0.01123047	0.9672852	1.4375	1.875	-1.0625
0x50	6.1719	-0.03076172	0.05029297	0.9907227	0.9375	0.9375	-1
0x50	6.1758	-0.03466797	0.03857422	0.9711914	0.9375	1.4375	-0.3125
0x50	6.1797	-0.03466797	0.03857422	0.9555664	1.6875	1.375	-1.3125
0x50	6.1836	-0.04248047	0.03857422	0.9868164	1.0625	0.9375	-0.6875
0x50	6.1875	-0.01513672	0.05029297	0.9868164	1	1	-0.75
0x50	6.1914	-0.05029297	0.01513672	0.9868164	1.3125	1.0625	-0.6875
0x50	6.1953	-0.03076172	0.01513672	0.9907227	1.625	1.8125	-0.875
0x50	6.1992	-0.06201172	0.03466797	0.9829102	1.5625	1.3125	-1.1875
0x50	6.2031	-0.02685547	0.03076172	0.9907227	1.125	1.0625	-0.6875
0x50	6.2070	-0.05419922	0.04248047	0.9555664	1.3125	1.0625	-0.9375
0x50	6.2109	-0.03857422	0.01123047	0.9711914	1.0625	1.125	-1.125
0x50	6.2148	-0.04248047	0.05029297	0.9985352	1.4375	1.125	-0.75
0x50	6.2188	-0.02294922	0.01123047	0.9829102	1.125	1.5	-0.625
0x50	6.2227	-0.03466797	0.03466797	0.9829102	1.3125	0.9375	-0.625
0x50	6.2266	-0.02294922	0.01513672	0.9868164	0.8125	0.8125	-0.0625
0x50	6.2305	-0.01513672	0.03466797	0.9711914	0.75	0.625	-0.9375
0x50	6.2344	-0.03857422	0.01123047	0.9399414	1.25	0.5	-0.5
0x50	6.2383	-0.02294922	0.04248047	0.9672852	0.9375	0.25	-0.1875
0x50	6.2422	-0.02685547	0.03466797	0.9868164	0.875	0.375	-0.6875
0x50	6.2461	-0.03466797	0.03857422	0.9633789	0.125	0.625	-0.6875
0x50	6.2500	-0.05419922	0.03076172	0.9477539	0.25	0.5	-0.625
0x50	6.2539	-0.02685547	0.01513672	0.9672852	0	0.5625	-0.5
0x50	6.2578	-0.03857422	0.01513672	0.9555664	-0.125	0.4375	-0.5
0x50	6.2617	-0.003417969	0.02685547	0.9711914	0.625	0.3125	-0.625
0x50	6.2656	-0.04638672	0.02294922	0.9672852	0.75	0.4375	-0.25
0x50	6.2695	-0.03857422	0.03857422	0.9594727	-0.125	0	-0.5
0x50	6.2734	-0.03466797	0.04248047	0.9829102	0.625	0.5	-0.5625
0x50	6.2773	-0.03076172	0.03076172	0.9594727	-0.625	0.1875	0.125
0x50	6.2813	-0.01513672	0.02294922	0.9750977	0.375	0.3125	-0.1875
0x50	6.2852	-0.01513672	0.03076172	0.9711914	0.5	0	0
0x50	6.2891	0	0.02294922	0.9672852	0	0.375	-0.5
0x50	6.2930	-0.03857422	0.05419922	0.9672852	0.0625	0.75	-0.125
0x50	6.2969	-0.01513672	0.03466797	0.9711914	0	0	-0.4375
0x50	6.3008	-0.01513672	0.03076172	0.9750977	0.3125	0.9375	-0.1875
0x50	6.3047	-0.01513672	0.05419922	0.9750977	0.1875	1	-0.125
0x50	6.3086	-0.04248047	0.02294922	0.9790039	0	-0.625	-0.125
0x50	6.3125	-0.05810547	0.03076172	0.9829102	-0.3125	0.1875	-0.6875
0x50	6.3164	-0.03076172	0.03076172	0.9711914	0.5625	0.125	0.125
0x50	6.3203	-0.01123047	0.02685547	0.9829102	-0.3125	0	-0.0625
0x50	6.3242	-0.03076172	0.01513672	0.9594727	-0.125	0	-0.25
0x50	6.3281	-0.01513672	0.01513672	0.9672852	0	0.3125	-0.25
0x50	6.3320	-0.04638672	0.03076172	0.9594727	-0.4375	0.0625	0.0625
0x50	6.3359	-0.01513672	0.02294922	0.9555664	-0.1875	0.3125	-0.0625
0x50	6.3398	-0.02294922	0.01513672	0.9829102	0.5	-0.0625	0.1875
0x50	6.3438	-0.03466797	0.03466797	0.9555664	0.0625	0.5625	-0.4375
0x50	6.3477	-0.03076172	0.03857422	0.9711914	-0.3125	-0.1875	0.0625
0x50	6.3516	-0.03466797	0.03466797	0.9750977	-0.25	0.125	0
0x50	6.3555	-0.04248047	0.03466797	0.9633789	-0.3125	0	-0.1875
0x50	6.3594	-0.02685547	0.01513672	0.9672852	0.25	-0.1875	-0.3125
0x50	6.3633	-0.02294922	0.01513672	0.9633789	0	0	-0.1875
0x50	6.3672	-0.03076172	0.04638672	0.9829102	0.4375	-0.75	-0.1875
0x50	6.3711	-0.03076172	0.02685547	0.9555664	0.3125	-0.1875	0
0x50	6.3750	-0.03466797	0.05029297	0.9868164	0	0	-0.4375
0x50	6.3789	-0.03857422	0.02294922	0.9672852	0.25	-0.5625	-0.125
0x50	6.3828	-0.03076172	0.01513672	0.9633789	-0.125	-0.25	-0.5625
0x50	6.3867	-0.01513672	0.02294922	0.9555664	0.1875	-0.25	-0.0625
0x50	6.3906	-0.05029297	0.03857422	0.9946289	0.375	-0.375	-0.6875
0x50	6.3945	-0.03466797	0.04638672	0.9516602	0.25	-0.5625	-0.5
0x50	6.3984	-0.01513672	0.02685547	0.9516602	0.875	-0.0625	0
0x50	6.4023	-0.03076172	0.03076172	0.9829102	0.625	0.875	-0.5625
0x50	6.4063	-0.01513672	0.02685547	0.9829102	0	0.4375	-0.25
0x50	6.4102	-0.03857422	0.05029297	0.9829102	0.375	0.0625	-0.875
0x50	6.4141	-0.01513672	0.04638672	0.9868164	0.125	0.6875	-0.4375
0x50	6.4180	-0.05419922	0.02294922	0.9555664	0.5	0.0625	-0.4375
0x50	6.4219	-0.05029297	0.03076172	0.9868164	-0.1875	-0.0625	-0.6875
0x50	6.4258	-0.03076172	0.04248047	0.9555664	0.5	0	-0.6875
0x50	6.4297	-0.03466797	0.02685547	0.9829102	0.5	0	-0.5625
0x50	6.4336	-0.04638672	0.03466797	0.9829102	0.375	0	-0.5625
0x50	6.4375	-0.01513672	0.02294922	0.9868164	-0.3125	0.1875	-0.375
0x50	6.4414	-0.04638672	0.05029297	0.9711914	0.375	0	-0.5625
0x50	6.4453	-0.02685547	0.01513672	0.9594727	0.3125	0	-0.4375
0x50	6.4492	-0.05419922	0.03466797	0.9829102	0.125	0.1875	0
0x50	6.4531	-0.01513672	0.03857422	0.9829102	0.8125	0.1875	-0.6875
0x50	6.4570	-0.04248047	0.01904297	1.013672	0.3125	0.5	-0.0625
0x50	6.4609	-0.02685547	0.03076172	0.9750977	0.25	0	-0.5
0x50	6.4648	-0.01513672	0.03857422	0.9829102	0.75	0.25	-0.25
0x50	6.4688	-0.05419922	0.04248047	0.9829102	0.625	0.3125	-0.3125
0x50	6.4727	-0.05029297	0.02685547	0.9790039	-0.0625	0.0625	-0.3125
0x50	6.4766	-0.01513672	0.04248047	0.9555664	0.1875	0.1875	-0.0625
0x50	6.4805	-0.05810547	0.03076172	0.9672852	0	-0.4375	-0.4375
0x50	6.4844	-0.03466797	0.03076172	0.9672852	0.1875	-0.0625	-0.6875
0x50	6.4883	-0.03466797	0.03857422	0.9829102	0.375	0.1875	0.0625
0x50	6.4922	-0.04248047	0.03466797	0.9750977	-0.25	-0.1875	0
0x50	6.4961	-0.03466797	0.03466797	0.9594727	0.25	0.125	-0.6875
0x50	6.5000	-0.007324219	0.02294922	0.9594727	-0.8125	0	-0.5
0x50	6.5039	-0.03076172	0.03857422	0.9829102	0.375	-0.0625	0.125
0x50	6.5078	-0.04248047	0.04638672	0.9907227	0.3125	-0.125	0.0625
0x50	6.5117	-0.03857422	0.01513672	0.9829102	-0.375	-0.5625	-0.3125
0x50	6.5156	-0.04248047	0.04248047	0.9829102	-0.125	-0.1875	-0.25
0x50	6.5195	-0.03466797	0.03076172	0.9790039	-0.125	-0.625	-0.125
0x50	6.5234	-0.04638672	0.03076172	0.9829102	0	-0.875	-0.0625
0x50	6.5273	-0.05029297	0.01513672	0.9907227	-0.625	-0.625	-0.125
0x50	6.5313	-0.01513672	0.01513672	0.9829102	0	-0.25	-0.375
0x50	6.5352	-0.03076172	0.03076172	0.9594727	-0.375	0.1875	0.0625
0x50	6.5391	-0.01513672	0.05419922	0.9711914	-0.75	-0.5625	0
0x50	6.5430	-0.02294922	0.01513672	0.9868164	0.25	-0.25	0
0x50	6.5469	-0.03076172	0.01513672	0.9868164	0.375	0.0625	-0.75
0x50	6.5508	-0.03076172	0.01904297	0.9829102	-0.3125	0	0.25
0x50	6.5547	-0.05419922	0.03076172	0.9477539	-0.25	-0.125	0
0x50	6.5586	-0.03857422	0.02685547	0.9633789	0.375	-0.1875	0.25
0x50	6.5625	-0.05029297	0.01513672	0.9790039	-0.5625	-0.4375	-0.1875
0x50	6.5664	-0.04248047	0.01123047	0.9829102	-0.25	0.1875	-0.1875
0x50	6.5703	-0.03857422	0.02294922	0.9594727	-0.0625	0.0625	0
0x50	6.5742	-0.05029297	0.02685547	0.9829102	0	-0.25	0
0x50	6.5781	-0.02294922	0.03857422	0.9594727	-0.3125	0	-0.0625
0x50	6.5820	-0.03466797	0.01513672	0.9829102	0.125	0.125	-0.375
0x50	6.5859	-0.02294922	0.007324219	0.9711914	0	-0.125	-0.375
0x50	6.5898	-0.04638672	0.03466797	0.9672852	-0.125	0.4375	-0.25
0x50	6.5938	-0.03857422	0.04248047	0.9946289	-0.1875	0.0625	0
0x50	6.5977	-0.03076172	0.04248047	0.9829102	-0.1875	-0.625	-0.1875
