-0.0625	-0.25	-0.0625	-0.01513672	0.03076172	0.9711914
-0.0625	-0.25	-0.0625	-0.01513672	0.03076172	0.9711914
-0.0625	0.0625	0	-0.04638672	0.02685547	0.9672852
-0.375	-0.25	-0.375	-0.04638672	0.02294922	0.9790039
-0.0625	0.5625	0.0625	-0.05029297	0.04248047	0.9711914
-0.125	-0.125	-0.1875	-0.03857422	0.02685547	0.9829102
0.125	0.5	-0.0625	-0.04638672	0.03466797	0.9672852
0.125	0.5	-0.375	-0.05419922	0.03466797	0.9555664
0.1875	-0.875	-0.3125	-0.03466797	0.04638672	0.9672852
0	0.625	-0.1875	-0.03857422	0.04638672	0.9672852
0.0625	0.6875	-0.6875	-0.03466797	0.02294922	0.9829102
0.3125	-0.125	0	-0.04638672	0.01513672	0.9633789
0	0.3125	-0.1875	-0.05029297	0.01513672	0.9750977
0.3125	-0.125	-0.875	-0.04248047	0.01123047	0.9672852
-0.0625	-0.6875	-0.375	-0.01904297	0.02685547	0.9829102
-0.125	0.0625	-0.125	-0.02294922	0.04248047	0.9633789
0.125	-0.5	-0.375	-0.05029297	0.02685547	0.9477539
0.125	-0.1875	-0.5625	-0.04248047	0.01904297	0.9790039
-1.0625	-1.1875	-0.0625	-0.02294922	0.01513672	0.9750977
-0.6875	-1.5	-0.125	-0.04638672	0.04248047	0.9594727
-0.4375	-0.6875	0.125	-0.05810547	0.03466797	0.9243164
-1.1875	-0.6875	-0.3125	-0.04638672	0.007324219	0.9868164
-0.0625	0	-0.25	-0.01123047	0.02685547	0.9477539
-0.5625	-0.6875	0.1875	-0.03857422	0.03466797	0.9868164
0	-0.5625	-0.3125	-0.03857422	0.01513672	0.9360352
0.0625	0.0625	0	-0.01513672	0.02685547	0.9711914
0.25	-0.625	-0.1875	-0.03076172	0.04248047	0.9633789
-0.3125	0.6875	-0.25	-0.03076172	0.01513672	0.9829102
0.125	0.125	0	-0.03466797	0.007324219	0.9829102
-0.25	0	-0.4375	-0.03857422	0.02685547	0.9711914
