Time (s)	Processed X Gyro	Processed Y Gyro	Processed Z Gyro	Processed X Accel	Processed Y Accel	Processed Z Accel
9.801836331	-0.006680973	0.135870218	-0.014901857	-0.030906687	-0.027513599	-1.002840638
9.864001873	-0.036836695	0.145034745	0.140296549	-0.029639339	-0.027070932	-1.002846718
9.927823026	-0.098533459	-0.044310585	0.136706263	-0.029332442	-0.028516417	-1.001805305
9.997037349	0.176544785	0.013041829	0.015486913	-0.029971052	-0.028122766	-1.002527475
10.05299415	0.154047415	0.223779067	-0.017663149	-0.03057777	-0.025692105	-1.002603531
10.11285234	0.024139045	-0.261303276	0.015461876	-0.029974911	-0.026899207	-1.002206802
10.17790869	0.146099225	-0.108866669	-0.045472033	-0.029808037	-0.02761293	-1.002608657
10.23947262	0.057281166	-0.106248647	0.047292709	-0.030128952	-0.027017433	-1.002298594
10.30084154	-0.066120304	0.103912666	-0.044895876	-0.029735656	-0.028526168	-1.002574801
10.36664753	-0.158185109	0.039929681	-0.014408046	-0.030518124	-0.027640127	-1.003303051
10.42577897	-0.21916005	0.163685128	0.044161476	-0.030218564	-0.027251305	-1.00220418
10.48981764	-0.21979627	0.409342527	-0.045488767	-0.030969717	-0.02883137	-1.003858685
10.55245373	-0.045508526	0.050055392	-0.165284783	-0.03068269	-0.027317423	-1.003626585
10.61656819	0.26794827	-0.169834405	-0.045455184	-0.030229885	-0.027475834	-1.002867699
10.67541224	0.124201573	-0.203229412	-0.138394296	-0.03082082	-0.02788599	-1.002753615
10.73931709	-0.006306706	-0.200336829	0.015454033	-0.030722322	-0.026834136	-1.003171086
10.80058337	0.057519063	-0.196024477	0.045966212	-0.030185429	-0.027216818	-1.001837254
10.86412622	0.114278078	-0.043944709	-0.011029174	-0.029998863	-0.0284028	-1.002640128
10.92621439	-0.096006781	0.071019195	0.105738766	-0.029762492	-0.028834123	-1.003226876
10.98932103	-0.097794756	-0.078445911	-0.015009407	-0.030281307	-0.02752555	-1.004043341
11.05114708	-0.103851371	-0.015438915	0.170100331	-0.030020036	-0.02844747	-1.00098598
11.11507482	-0.153754681	-0.386187196	0.105498523	-0.031445071	-0.028029934	-1.000661731
11.1782466	0.298505038	-0.474778414	-0.045472268	-0.030523805	-0.028032372	-1.001868367
11.23811702	0.450984448	-0.596696794	-0.045463726	-0.031307086	-0.028035825	-1.000805736
11.30135946	1.091170669	-3.340640068	0.960608602	-0.032025263	-0.02664013	-1.002496719
11.36492284	-1.461085081	-0.947137356	-1.139442682	-0.037338249	-0.032523274	-1.005654931
11.42596569	0.506881475	-1.312502265	-0.47232601	-0.03681371	-0.030541999	-1.002156019
11.48827137	0.812917948	-5.159255981	-2.843773603	-0.043582004	-0.026902933	-1.001019001
11.55385551	-16.23529053	-21.05541611	24.73686981	-0.036178816	-0.02919976	-0.990099788
11.61609922	-25.82607269	2.934715986	7.762714386	-0.061531205	-0.018911824	-1.002827644
11.67683534	-4.385932922	-1.132285714	20.10174561	-0.040444169	0.001911606	-1.021038771
11.73793741	3.347283125	-3.218406677	13.79636478	-0.020651264	0.017132591	-1.009460449
11.80395144	-5.332098961	3.701143265	5.14655447	-0.017228782	0.004483187	-1.003783822
11.86305525	4.29569149	5.221383572	6.783121586	0.02359408	0.022308933	-1.004191756
11.92601188	3.407765865	1.933882833	13.61353874	-0.012988873	0.023285666	-1.008623481
11.98858363	-8.451365471	0.348875463	5.961247444	-0.030195696	0.008629709	-0.992314816
12.05287612	9.510800362	4.352761269	-8.779046059	-0.059260435	-0.001719504	-1.014898896
12.11350172	12.64649296	4.932419777	22.96175766	-0.025440764	0.023278438	-1.00275743
