Time (s)	Processed X Gyro	Processed Y Gyro	Processed Z Gyro	Processed X Accel	Processed Y Accel	Processed Z Accel
830.3183178	0.146813989	-0.168440074	0.105857238	-0.043863792	-0.030948812	-1.00217545
830.3816069	-0.109878063	0.129692376	0.067765959	-0.043447919	-0.033799879	-1.002321243
830.4409858	0.299195945	0.10504622	0.076570511	-0.042474724	-0.031796705	-1.003644347
830.503948	0.115258664	-0.137559056	0.015474099	-0.042725261	-0.031724248	-1.001424789
830.5675591	0.113571689	-0.033698641	0.081249334	-0.042660192	-0.032696221	-1.00220716
830.6300559	-0.159514472	0.045355055	0.077530026	-0.0428879	-0.032059398	-1.001437306
830.6920516	-0.494794369	-0.475502402	0.106833458	-0.043757629	-0.030920824	-1.000289559
830.755872	0.14015238	0.226237476	-0.070961557	-0.043357946	-0.032667544	-1.001121283
830.8178228	-0.403225392	-0.170088962	0.046397217	-0.042752601	-0.031268872	-1.001470447
830.8799572	-0.279657602	-0.109627098	-0.013565858	-0.043616585	-0.031375784	-1.002019644
830.9419451	0.084685102	0.165810719	0.137429595	-0.041615058	-0.03199178	-1.001622677
831.0040739	-0.098174348	0.011967667	0.137432143	-0.042277332	-0.030541236	-1.002075076
831.0696888	-0.036623418	0.074675754	0.015370836	-0.042806778	-0.030982438	-1.003044963
831.1289146	0.086802781	0.074041523	0.166238725	-0.042645745	-0.031329967	-1.001839876
831.1917465	0.101648912	-0.237812534	0.106278062	-0.043102596	-0.030490484	-1.001906157
831.255557	0.085115187	0.074026212	0.045967352	-0.043099616	-0.031788558	-1.00158453
831.3174245	-0.006888416	-0.078956477	0.015478373	-0.043526221	-0.032036152	-1.001388192
831.3816578	0.084940076	0.074454427	0.076595403	-0.043328118	-0.031189041	-1.002405047
831.4416435	0.176219851	0.164772153	-0.014288886	-0.043509722	-0.031387147	-1.00280118
831.5034162	-0.159434974	0.073701389	-0.014688016	-0.042835541	-0.032273792	-1.002334118
831.5673838	0.817130029	-0.047297984	0.228983983	-0.043266661	-0.031793125	-0.999712467
831.6324654	0.17689985	0.135322839	-0.137282878	-0.043637019	-0.032025263	-1.003024101
831.6925214	0.329123646	-0.291825444	0.137859017	-0.043671321	-0.031347562	-1.002682447
831.7561029	0.421469867	-0.538884044	0.137659565	-0.043253724	-0.030217934	-1.000304818
831.8163721	-6.710289001	9.215321541	8.929493904	-0.060504869	-0.028867032	-1.008490801
831.8823462	8.596655846	11.43677425	8.370752335	-0.000558819	-0.004559548	-1.015999913
831.9411358	-15.55098724	4.566068172	-22.44639015	0.026117951	-0.034115873	-0.986062229
832.0045314	-15.25143242	-13.82544327	-10.02844143	0.023130847	-0.03305788	-0.986802578
832.0681753	-2.386440992	7.20108366	-26.10839462	-0.012113759	0.006755486	-0.998605728
832.1321216	-12.11342716	-13.79350853	6.588486195	-0.019904517	0.024502965	-0.995258927
832.1911686	-7.93928194	8.178833961	-10.8095665	-0.031783734	0.019284843	-1.007948995
832.2560058	6.374337196	5.892613411	2.205127239	-0.030669287	0.037475176	-1.003418684
832.3179219	-3.721355438	42.67858124	-5.13231039	-0.027301922	0.033126242	-1.012307763
832.3821619	-10.24896812	48.42111588	-21.17485809	-0.029060503	-0.009756531	-1.021127224
832.4413821	3.558135271	35.06902313	-0.246087074	0.006971184	0.004035385	-0.998538315
832.5043546	-5.622690201	35.60950851	-25.75542068	0.03223272	-0.004745437	-0.996504605
832.5671103	23.96595764	14.81841946	0.473110557	0.108796433	0.020166587	-1.018562198
832.6288001	-3.398825169	16.95562744	-28.43209648	0.10661424	-0.023743337	-0.96430254
832.6928652	-31.13353729	-26.11241913	5.472684383	0.079157233	-0.005111109	-0.964536786
832.7534691	-8.324477196	-12.54695702	-0.230025843	0.110030532	0.025527125	-1.001908302
832.8169038	-2.723895073	5.308453083	-14.47250748	0.128211319	0.020480776	-0.993258715
832.8797787	19.19259453	-4.902364254	-79.81406403	0.11382848	0.028669417	-0.980924964
832.9418795	0.080785483	27.30480766	-5.007227421	0.12624988	0.02384383	-0.982552528
833.0050079	0.566293359	-15.88583755	31.14372063	0.09974248	0.015991816	-0.982287049
833.0668817	-6.930578232	-15.8705368	48.94338608	0.085551627	0.033348303	-1.001502633
833.1283908	-6.577812672	-55.39405823	18.32256699	0.05775854	0.033491623	-0.976769745
833.1927077	-4.301358223	-64.99795532	2.456170797	0.010831223	0.003993999	-1.015238285
833.2537561	-9.975337982	-14.22068787	46.65954971	-0.035336964	0.018780719	-1.037228703
833.3177391	0.816902459	-30.26123619	0.190180987	-0.07371328	0.001920269	-0.994910717
833.3825022	13.51414299	16.15166855	3.112502575	-0.082873851	0.044228904	-0.993872762
833.4416075	32.72413254	-41.23846817	2.838784456	-0.115044579	0.02583183	-1.000588417
833.505272	5.116679668	-10.65928555	16.18224907	-0.124964342	0.021683786	-1.003371119
833.5662114	-3.216887236	-29.5176506	1.490463972	-0.14411357	-0.004914145	-1.007940888
833.6290575	13.39804077	25.06461525	-23.80893707	-0.138495281	-0.013538754	-1.010756135
833.6909645	6.386528969	14.89603138	22.20832062	-0.117346771	-0.030025659	-1.016510725
833.754244	-31.14743423	-6.452245712	31.97478867	-0.137600541	-0.013987929	-0.977234602
833.8163942	-12.43872643	15.25524998	0.637466252	-0.053854633	-0.009534019	-1.012964606
833.8812374	11.98134518	-24.57091331	56.08748245	-0.069362372	4.41E-05	-1.012254357
833.9414153	-6.014064312	-36.80787277	55.14271545	-0.134305835	-0.002381544	-0.998809218
834.0042898	0.937984586	-9.068630219	31.36585236	-0.124133095	-0.006512488	-0.990350187
834.0660875	1.382727742	0.197670966	28.47422028	-0.118827917	-0.001294947	-1.01757741
834.1292849	-8.295419693	8.677713394	2.30348587	-0.138258353	-0.001208841	-1.006651998
834.1919755	11.12312794	23.87022209	-58.41236877	-0.12231084	-0.007637368	-1.019301057
834.2559533	5.177442551	83.17619324	-84.3073349	0.038000368	-0.013366592	-1.016575336
834.3170293	-8.378369331	35.23334885	-122.2392349	0.021631496	-0.02884992	-1.038710475
834.3810629	22.30736351	-11.96349049	-75.13054657	0.05449906	-0.015270799	-1.012143493
834.4418227	-26.89313126	20.98602867	-103.8812408	-0.045663305	-0.040457226	-1.018978238
834.5037297	-15.63253689	-8.55346489	-9.045729637	-0.139784768	-0.042040139	-1.030421138
834.5667941	-6.239555359	5.71746397	5.425340176	-0.187307224	0.015051642	-1.01075542
834.6318658	-8.298042297	7.142136097	14.9223547	-0.190063342	0.017173493	-1.023700833
834.6916668	30.20741844	17.24150085	13.3111105	-0.110568099	0.050955493	-1.022158742
834.7538911	-7.922113895	-13.11651516	-0.192201376	-0.034399405	0.073142961	-1.003556728
834.8176791	-6.239679337	-9.068818092	47.23392105	-0.042867295	0.088513285	-0.990436077
834.8826012	26.87355804	-17.95947838	50.09775543	-0.049396284	0.061259143	-1.005924344
834.941677	-19.39118004	-4.395097733	13.86099529	0.000589596	-0.00674282	-1.023573756
835.0036274	-17.41815376	-6.14193058	-64.16784668	-0.052878447	-0.013068754	-1.000184178
835.0666239	-20.85549545	-2.709406376	24.15151787	-0.094750397	-0.007812472	-1.010522008
835.1285127	-28.25731277	-15.74592972	2.336634398	-0.082204483	-0.010952881	-1.041159511
835.1914082	-37.0228157	21.44739342	-10.75480366	-0.102720037	0.034430094	-1.010749102
835.2575462	-20.122715	12.74780941	-13.35633469	-0.098469615	0.096791007	-1.007414341
835.3174896	-3.164012909	49.37260056	-16.00902557	-0.053940196	0.113500148	-1.009585142
835.3825026	-41.49525833	-14.40400696	27.05569077	-0.053788185	0.071847841	-0.986517787
835.4412811	-6.365099907	7.433499813	0.153758973	-0.058465131	0.095090151	-0.968600094
835.5041927	-12.65760708	-15.60356331	3.197257996	-0.05824123	0.100779966	-1.015352607
835.567265	10.36166668	-8.746494293	-4.918415546	-0.053783003	0.081908718	-1.014008045
835.6312113	-5.448875427	-14.69927979	2.534033775	-0.081794582	0.083419785	-0.97484082
835.6911571	23.95368385	4.464465141	4.817399979	-0.043887358	0.139161378	-1.011138201
835.7542136	30.13199997	-1.85464406	11.26479721	-0.053678136	0.114486679	-1.036183238
835.8170274	44.9185524	-1.713263392	17.65077972	-0.052617677	0.085539825	-0.999751508
835.8799335	0.367655098	-0.362585038	-2.668733597	-0.051657856	0.044430897	-0.990056932
835.9410801	10.11832905	4.192704201	-25.03831673	-0.033250906	0.035832867	-1.010671258
836.0040842	32.25551605	12.5729332	-29.13656616	-0.068574302	0.00825782	-1.031058431
836.0686826	-6.467693806	0.657152951	-6.21906805	-0.057250515	0.019225575	-0.984871507
836.1311817	12.35182667	-0.409178525	11.77554131	-0.070189729	0.005656341	-0.990956426
836.1918807	15.763937	-9.044392586	-21.95777702	-0.040365841	0.017372664	-0.993881285
836.2549455	-48.66110611	18.03570557	-0.327616423	-0.033861984	0.04601372	-0.980583906
836.3188271	-12.23345947	-4.31610918	-16.90846443	-0.045025699	0.060406368	-1.005910277
836.3789296	45.69995499	-5.996332645	-8.024245262	-0.04559312	0.142729208	-1.038920045
836.4436595	3.506737471	-2.504916668	2.750761032	-0.018843863	0.169844612	-1.010148525
836.5077637	-18.65967751	-21.4304409	-1.174390912	-0.022689668	0.150679484	-0.989204168
836.5677462	-6.555905342	0.764184237	-14.1881361	-0.031911582	0.086296089	-1.0011338
836.6297586	-12.05333519	-25.8827858	-6.060575962	-0.081253886	0.027584055	-1.02370739
836.6945161	-27.28653145	39.31726456	18.73257828	-0.09236981	0.024031721	-1.034598708
836.7557046	-12.42249203	-1.707463026	18.9081707	-0.106665887	-0.029961983	-0.94083029
836.816736	11.06892872	22.97754097	5.621615887	-0.061855949	-0.069347121	-0.99050492
836.8797041	35.89351654	-8.493474007	20.41370964	-0.073147036	-0.088686936	-1.024055004
836.9445327	2.166744232	-1.936238647	6.293498516	-0.060841829	-0.048777819	-1.046656847
837.0064878	3.606216431	-54.5670929	5.405566692	-0.081674881	0.002898148	-1.094028711
837.0661747	5.239824295	16.42315292	7.908490658	-0.037725165	0.000540571	-1.150383592
837.1292028	-8.747093201	2.604508162	-15.42303085	-0.073725559	0.010763233	-1.141971231
837.1920745	-12.17578602	6.457686424	-4.864717007	-0.074782223	-0.002848853	-1.083191395
837.2540376	-25.73857689	-11.44744968	6.874279976	-0.086157829	0.016349435	-0.99372834
837.316496	-12.83678341	3.338684082	3.092175484	-0.080371611	0.025489917	-0.995297194
837.3814584	-8.084956169	-8.307358742	2.818818092	-0.111678086	0.053898659	-0.980461419
837.4411804	-23.19841385	14.4587698	-11.37998772	-0.116764367	0.101304755	-0.899804831
837.5042661	-9.72252655	-2.093152046	8.613057137	-0.110499553	0.096565962	-0.947454572
837.5672038	-16.59310532	-7.920636654	1.779915094	-0.119712763	0.120049246	-0.955545485
837.6309831	-5.887566566	11.18709373	-0.750400066	-0.120010749	0.097514942	-0.971345305
837.6916427	-0.126781493	9.428314209	0.652478635	-0.117772676	0.094333857	-1.000702739
837.7561811	-1.161999941	5.754125595	7.299185753	-0.069292404	0.141888693	-1.009044528
837.8191283	0.051743131	-4.713656425	5.350853443	-0.079358846	0.143741697	-1.020174623
837.8802011	-6.28134346	14.15643597	1.838147759	-0.064052768	0.160016716	-0.978630543
837.9418902	-0.645081222	5.530689716	3.795753002	-0.081209853	0.153650343	-0.943730712
838.0041106	0.754239202	-4.106226444	3.858332634	-0.096657529	0.134831175	-0.83464402
838.0686253	13.80350876	2.481049538	-1.807946444	-0.077171281	0.121130951	-0.893966079
838.130526	9.509373665	-6.970987797	-12.51511383	-0.075441241	0.132559538	-0.914159179
838.1919545	17.12339592	-9.681851387	-6.508559227	-0.051989064	0.140592992	-0.928807855
838.2556229	8.469696045	-16.5426178	10.96050835	-0.051402949	0.104505278	-0.97245574
838.319825	19.43910217	21.26918411	12.17796993	-0.050099611	0.073752791	-1.017703772
838.3799765	26.82369804	-4.252912521	-17.60978317	-0.088423707	0.043574173	-0.995883405
838.4435663	18.55998611	-14.71070385	2.504101753	-0.095213585	0.023276925	-0.986481667
838.5034979	6.056743622	23.97144699	9.730065346	-0.073329009	0.033918619	-0.98161459
838.5674667	-3.155179262	0.684607148	4.870771885	-0.063551426	0.03568203	-1.025582194
838.6295162	-11.26571369	31.01591682	6.781605721	-0.039462999	0.026712975	-1.052936554
838.6915164	-1.851772785	1.05485177	15.3185091	-0.049936425	0.019185789	-1.056304097
838.7553746	-11.07121754	15.71529198	-12.91124344	-0.017086515	0.036373831	-1.079145432
838.8183715	-7.928500652	22.48567581	-4.249581337	-0.003250885	0.050754629	-1.040643573
838.8793011	23.04947281	-53.3324585	-8.9209795	0.039806113	0.055117663	-1.05673492
838.9424429	9.905550957	-20.6066227	-0.451101124	0.009755777	0.058807634	-1.088537097
839.0055633	23.43470764	-16.30999565	1.659160852	-0.016981572	0.05381963	-1.100156307
839.0661759	-8.658378601	-2.748087645	-16.30933952	-0.08532919	-0.013094457	-1.163635254
839.1302903	-17.68507004	-11.94593334	4.116994381	-0.109191157	-0.015199892	-1.156939268
