0x50	10:35:14.149	0.00	-0.04	-0.37	-0.06	0.12	-0.06
0x50	10:35:17.365	0.00	-0.05	-0.38	0.12	0.06	-0.06
0x50	10:35:17.373	-0.01	-0.03	-0.39	0.00	0.25	-0.06
0x50	10:35:17.384	0.00	-0.03	-0.38	0.00	0.25	-0.06
0x50	10:35:17.394	-0.01	-0.03	-0.39	-0.06	0.12	0.06
0x50	10:35:17.402	-0.01	-0.03	-0.39	0.00	-0.19	-0.06
0x50	10:35:17.414	0.00	-0.04	-0.35	-0.06	-0.06	-0.06
0x50	10:35:17.422	0.00	-0.03	-0.39	0.06	0.00	0.00
0x50	10:35:17.431	-0.01	-0.04	-0.37	0.06	0.00	0.00
0x50	10:35:17.443	0.00	-0.03	-0.37	0.12	0.00	-0.12
0x50	10:35:17.451	0.00	-0.03	-0.39	0.00	-0.12	0.00
0x50	10:35:17.462	0.00	-0.02	-0.42	0.00	0.06	0.00
0x50	10:35:17.471	0.01	-0.04	-0.37	0.00	0.00	-0.06
0x50	10:35:17.483	0.00	-0.03	-0.37	0.12	0.06	0.00
0x50	10:35:17.492	0.00	-0.03	-0.39	0.19	0.06	-0.19
0x50	10:35:17.500	0.01	-0.03	-0.38	-0.06	0.19	-0.06
0x50	10:35:17.513	0.00	-0.05	-0.38	0.00	-0.06	-0.06
0x50	10:35:17.521	0.00	-0.04	-0.42	0.00	0.00	-0.12
0x50	10:35:17.533	0.00	-0.06	-0.40	0.06	0.00	0.00
0x50	10:35:17.541	0.00	-0.03	-0.40	0.00	0.00	0.00
0x50	10:35:17.552	0.00	-0.05	-0.38	-0.12	0.19	0.00
0x50	10:35:17.562	0.01	-0.04	-0.38	-0.12	-0.06	0.00
0x50	10:35:17.573	0.00	-0.03	-0.38	-0.06	-0.12	0.06
0x50	10:35:17.582	0.00	-0.05	-0.38	-0.06	0.06	0.06
0x50	10:35:17.593	0.00	-0.03	-0.36	-0.06	0.00	0.00
0x50	10:35:17.603	-0.01	-0.04	-0.37	-0.12	0.12	0.00
0x50	10:35:17.611	0.00	-0.06	-0.38	0.00	-0.06	0.06
0x50	10:35:17.623	0.00	-0.05	-0.38	0.06	-0.19	0.19
0x50	10:35:17.631	-0.01	-0.06	-0.39	-0.25	-0.06	0.00
0x50	10:35:17.644	0.00	-0.04	-0.38	-0.19	0.12	0.12
0x50	10:35:17.652	0.00	-0.05	-0.38	-0.06	0.00	0.12
0x50	10:35:17.664	0.00	-0.03	-0.37	-0.25	0.00	0.00
0x50	10:35:17.672	0.00	-0.02	-0.36	-0.06	-0.19	0.00
0x50	10:35:17.684	0.02	-0.02	-0.38	0.00	-0.06	0.00
0x50	10:35:17.693	0.00	-0.03	-0.39	0.00	0.12	0.12
0x50	10:35:17.701	0.00	-0.04	-0.38	0.06	-0.12	0.00
0x50	10:35:17.713	0.01	-0.03	-0.39	0.12	-0.25	0.00
0x50	10:35:17.721	0.01	-0.03	-0.37	-0.06	0.06	-0.06
0x50	10:35:17.734	0.00	-0.04	-0.39	-0.06	0.06	0.00
0x50	10:35:17.742	0.00	-0.04	-0.37	-0.06	0.12	0.00
0x50	10:35:17.754	-0.01	-0.03	-0.39	-0.06	0.06	-0.06
0x50	10:35:17.762	0.00	-0.04	-0.37	0.06	-0.06	0.06
0x50	10:35:17.774	-0.01	-0.03	-0.39	0.06	-0.25	0.06
0x50	10:35:17.783	0.00	-0.04	-0.40	-0.06	0.06	0.06
0x50	10:35:17.794	0.00	-0.03	-0.38	0.00	0.00	0.12
0x50	10:35:17.803	0.00	-0.06	-0.39	-0.06	0.12	0.06
0x50	10:35:17.812	0.00	-0.04	-0.41	-0.06	-0.06	0.06
0x50	10:35:17.824	0.01	-0.04	-0.38	-0.12	-0.06	0.12
0x50	10:35:17.832	0.00	-0.05	-0.39	0.00	-0.12	-0.06
0x50	10:35:17.843	0.00	-0.03	-0.40	0.00	-0.25	0.00
0x50	10:35:17.853	-0.02	-0.03	-0.37	-0.06	-0.06	0.06
0x50	10:35:17.864	0.01	-0.04	-0.38	0.06	-0.06	0.12
0x50	10:35:17.873	0.00	-0.03	-0.38	0.06	0.06	-0.06
0x50	10:35:17.884	0.00	-0.03	-0.39	0.00	0.00	0.00
0x50	10:35:17.892	0.00	-0.03	-0.36	0.06	-0.19	0.06
0x50	10:35:17.906	0.00	-0.03	-0.38	0.00	-0.12	0.06
0x50	10:35:17.914	0.00	-0.03	-0.37	0.06	0.00	0.12
0x50	10:35:17.923	0.00	-0.03	-0.39	0.00	-0.06	0.00
0x50	10:35:17.934	0.00	-0.02	-0.35	-0.06	0.06	-0.06
0x50	10:35:17.943	0.01	-0.03	-0.38	-0.06	-0.19	0.06
0x50	10:35:17.955	0.00	-0.04	-0.39	0.00	-0.25	0.06
0x50	10:35:17.963	0.00	-0.04	-0.39	-0.06	0.06	-0.06
0x50	10:35:17.975	0.02	-0.04	-0.39	-0.06	-0.06	0.00
0x50	10:35:17.984	0.00	-0.03	-0.36	-0.12	0.12	0.19
0x50	10:35:17.996	0.00	-0.05	-0.41	-0.06	-0.19	0.12
0x50	10:35:18.004	0.00	-0.02	-0.38	-0.12	0.19	0.19
0x50	10:35:18.012	0.00	-0.01	-0.36	-0.12	0.25	0.00
0x50	10:35:18.025	0.00	-0.03	-0.35	-0.06	0.06	0.00
0x50	10:35:18.033	-0.01	-0.04	-0.38	-0.06	-0.12	0.06
0x50	10:35:18.045	0.00	-0.05	-0.38	0.00	0.06	0.00
0x50	10:35:18.053	0.00	-0.03	-0.37	0.06	0.12	-0.06
0x50	10:35:18.065	-0.02	-0.02	-0.36	0.00	0.00	-0.12
0x50	10:35:18.074	0.00	-0.03	-0.36	0.06	0.19	-0.06
0x50	10:35:18.086	0.00	-0.05	-0.37	0.00	0.06	-0.06
0x50	10:35:18.094	0.00	-0.05	-0.39	0.00	0.12	-0.06
0x50	10:35:18.102	0.00	-0.03	-0.41	0.06	0.19	-0.06
