-0.0005	0.0015	0.9966	0	0	0
-0.0044	0.0034	1.001	0	0	0
-0.002	0.0015	0.9995	0	0	0
-0.0005	-0.0015	0.9971	0	0	0
-0.0029	-0.0024	1.0034	0	0	0
-0.0005	-0.0029	1.0005	0	0	0
0.001	-0.0015	0.9971	0	0	0
-0.0015	0	1.001	0	0	0
0.001	0.0005	0.9995	0	0	0
0.0015	0	0.9985	0	0	0
0	0	1.002	0	0	0
0.0029	-0.001	0.9985	0	0	0
0.001	-0.0015	0.9985	0	0	0
-0.0029	0	1.001	0	0	0
-0.002	0.0015	0.998	0	0	0
-0.002	0.0015	0.9995	0	0	0
-0.0029	0.0005	1.002	0	0	0
-0.0005	-0.001	0.9995	0	0	0
-0.0015	-0.0024	1.0005	0	0	0
0	-0.0024	1.001	0	0	0
0	-0.0015	1.0005	0	0	0
0.0044	0	0.9995	0	0	0
0.0015	0.0005	0.9995	0	0	0
0.0024	0.0015	0.9995	0	0	0
0	0	1.001	0	0	0
0.0024	0.0005	0.9985	0	0	0
-0.0005	0	0.9995	0	0	0
-0.0034	0	1.0005	0	0	0
-0.0029	-0.001	0.9971	0	0	0
-0.0059	0	1.002	0	0	0
-0.0034	0	0.9995	0	0	0
-0.0005	0	1.002	0	0	0
0.001	-0.0015	0.9995	0	0	0
0.0024	-0.001	1.0005	0	0	0
0.0024	-0.001	1.001	0	0	0
0.001	0.0005	1.001	0	0	0
0.001	0.0005	0.998	0	0	0
0	0.0015	1.0005	0	0	0
-0.0005	-0.001	0.9985	0	0	0
-0.0029	-0.001	0.9995	0	0	0
-0.002	-0.0024	1.001	0	0	0
-0.002	-0.0024	0.9995	0	0	0
-0.0005	-0.0015	0.9995	0	0	0
0	0	0.9995	0	0	0
-0.0005	0.0005	1.0005	0	0	0
0.001	0.0015	1.001	0	0	0
0.0015	0.0005	1.0005	0	0	0
0.001	-0.001	1.0005	0	0	0
0	0	1.0005	0	0	0
-0.0005	-0.001	0.9995	0	0	0
-0.0005	-0.0015	1.001	0	0	0
-0.0015	0.0005	1.0005	0	0	0
-0.0044	0.0015	1.0005	0	0	0
-0.002	0.0005	0.9995	0	0	0
-0.0015	0.0029	0.9995	0	0	0
0	0.0034	1.0005	0	0	0
0.0029	0.0015	0.9985	0	0	0
0.0015	0	1.0005	0	0	0
0.0015	-0.0015	0.9995	0	0	0
0.0024	-0.0024	0.9985	0	0	0
0.0024	-0.0029	1.001	0	0	0
0	-0.0029	0.9985	0	0	0
-0.0015	-0.0029	1.0005	0	0	0
-0.002	-0.0015	1.001	0	0	0
-0.0005	-0.0015	0.9995	0	0	0
-0.0029	0.002	0.998	0	0	0
-0.0005	0.0034	1.0005	0	0	0
-0.0015	0.0054	1.0005	0	0	0
0	0.0029	1.0005	0	0	0
0.001	0.0015	1.001	0	0	0
0.0015	-0.0029	1.001	0	0	0
0.0015	-0.0044	1.001	0	0	0
0.0024	-0.0044	1.001	0	0	0
0.0015	-0.0024	0.9985	0	0	0
0	0	1.001	0	0	0
-0.0015	0.0029	0.9995	0	0	0
-0.0015	0.0029	1.0005	0	0	0
-0.0015	0.0044	1.002	0	0	0
-0.0005	0.002	1.0005	0	0	0
-0.002	0.0005	1.0005	0	0	0
0	0.0005	1.002	0	0	0
0.001	-0.0015	1.0005	0	0	0
0.001	-0.0029	1.0005	0	0	0
0.0015	-0.0029	1.0005	0	0	0
0	-0.0039	0.9985	0	0	0
0.0015	-0.0029	1.0005	0	0	0
0.0015	0.0005	1.0005	0	0	0
-0.0005	0.002	0.9995	0	0	0
-0.0015	0.0034	0.9995	0	0	0
-0.0029	0.0029	0.9995	0	0	0
-0.002	0.0015	1.0005	0	0	0
-0.0015	-0.0015	0.9985	0	0	0
0	-0.0024	0.9985	0	0	0
0.001	-0.0029	1.001	0	0	0
0.001	-0.0029	1.0005	0	0	0
