0x50	0.68	0.00	1.13	9.35	0.0	0.0	0.0	
0x50	0.80	-0.02	1.13	9.37	-0.0	-0.572958	0.0	
0x50	0.93	-0.05	1.14	9.36	-0.0	-0.0	0.0	
0x50	1.06	-0.03	1.14	9.37	-0.0	-0.0	0.0	
0x50	1.18	-0.03	1.14	9.37	-0.0	-0.0	-0.0	
0x50	1.31	-0.03	1.15	9.36	-0.0	-0.0	0.0	
0x50	1.44	-0.01	1.13	9.39	0.0	-0.0	0.0	
0x50	1.56	-0.04	1.17	9.34	0.0	-0.0	0.0	
0x50	1.69	-0.02	1.14	9.39	-0.0	0.0	-0.0	
0x50	1.81	0.00	1.11	9.36	-0.0	0.0	0.0	
0x50	1.94	-0.02	1.10	9.36	0.0	-0.0	0.0	
0x50	2.07	-0.04	1.17	9.37	-0.0	0.0	0.0	
0x50	2.19	-0.03	1.16	9.40	0.0	0.0	0.0	
0x50	2.32	0.00	1.11	9.34	0.0	-0.0	0.0	
0x50	2.44	-0.02	1.14	9.36	-0.0	0.0	0.0	
0x50	2.57	-0.02	1.17	9.33	0.0	0.0	-0.0	
0x50	2.69	-0.02	1.12	9.38	-0.0	0.0	0.0	
0x50	2.82	-0.02	1.17	9.36	-0.0	-0.0	-0.0	
0x50	2.94	-0.04	1.14	9.37	0.0	-0.0	-0.0	
0x50	3.07	-0.03	1.14	9.35	0.0	-0.0	-0.0	
0x50	3.20	-0.02	1.15	9.35	0.0	0.0	-0.0	
0x50	3.32	-0.04	1.16	9.36	0.0	0.0	0.0	
0x50	3.45	0.00	1.11	9.40	0.0	0.0	-0.0	
0x50	3.57	-0.01	1.12	9.36	-0.0	-0.0	0.0	
0x50	3.70	-0.04	1.14	9.37	0.0	-0.0	-0.0	
0x50	3.83	-0.04	1.14	9.39	0.0	0.0	-0.0	
0x50	3.95	-0.02	1.12	9.39	0.0	-0.0	-0.0	
0x50	4.08	-0.06	1.14	9.36	-0.0	0.0	-0.0	
0x50	4.20	-0.04	1.15	9.37	0.0	0.0	-0.0	
0x50	4.33	-0.04	1.15	9.37	-0.0	0.0	-0.0	
0x50	4.46	0.00	1.13	9.38	0.0	-0.0	0.0	
0x50	4.58	-0.01	1.12	9.35	0.0	-0.0	-0.0	
0x50	4.71	-0.03	1.16	9.35	0.0	0.0	0.0	
0x50	4.84	-0.05	1.20	9.32	0.0	-0.0	0.0	
0x50	4.96	-0.04	1.13	9.36	-0.0	-0.0	0.0	
0x50	5.09	-0.01	1.13	9.36	0.0	-0.0	0.0	
0x50	5.22	-0.02	1.14	9.35	0.0	-0.0	-0.0	
0x50	5.34	-0.01	1.12	9.38	0.0	0.0	0.0	
0x50	5.47	-0.01	1.11	9.37	0.0	-0.0	-0.0	
